frame,timestamp_ns,tile_x,tile_y,tile_frames,tile_points,query_points,gt_x,gt_y,gt_yaw_deg,gt_inlier,gt_probe_ok,gt_probe_dt,gt_probe_dr,gt_probe_inlier,evaluated,passed,distinct,oracle_dt,feature_ms,ransac_ms,config,polish_ms,best_inlier,best_error,err_trans,err_rot_deg,oracle_polished_dt
2487,1566536183242459408,528.00,72.00,366,125887,8611,528.65,62.41,-46.46,0.9224,1,0.4850,0.7736,0.9206,10000,2204,10,2.040,255.0,228.3,icp_d4_i120,8974.4,0.9223,0.2607,0.510,0.706,0.466
2487,1566536183242459408,528.00,72.00,366,125887,8611,528.65,62.41,-46.46,0.9224,1,0.4850,0.7736,0.9206,10000,2204,10,2.040,255.0,228.3,gicp_d4_i120,8962.3,0.9207,0.2709,0.484,0.778,0.484
2487,1566536183242459408,528.00,72.00,366,125887,8611,528.65,62.41,-46.46,0.9224,1,0.4850,0.7736,0.9206,10000,2204,10,2.040,255.0,228.3,ndt_r3_i120,3344.7,0.9178,0.2722,0.519,0.543,0.517
2560,1566536190548038879,480.00,48.00,469,181431,7663,489.06,50.56,33.35,0.8833,1,1.1086,1.7023,0.8873,10000,700,10,2.792,213.7,210.8,icp_d4_i120,8012.5,0.8892,0.2499,1.031,1.383,1.031
2560,1566536190548038879,480.00,48.00,469,181431,7663,489.06,50.56,33.35,0.8833,1,1.1086,1.7023,0.8873,10000,700,10,2.792,213.7,210.8,gicp_d4_i120,13893.4,0.8852,0.2573,1.158,1.671,1.158
2560,1566536190548038879,480.00,48.00,469,181431,7663,489.06,50.56,33.35,0.8833,1,1.1086,1.7023,0.8873,10000,700,10,2.792,213.7,210.8,ndt_r3_i120,2358.5,0.8826,0.2570,0.317,0.799,0.317
2633,1566536197848554647,480.00,24.00,511,211274,8781,471.35,26.54,96.09,0.9912,1,0.2228,0.4402,0.9918,10000,1718,10,2.271,372.5,253.6,icp_d4_i120,12160.1,0.9921,0.2441,0.178,0.582,0.178
2633,1566536197848554647,480.00,24.00,511,211274,8781,471.35,26.54,96.09,0.9912,1,0.2228,0.4402,0.9918,10000,1718,10,2.271,372.5,253.6,gicp_d4_i120,15150.6,0.9921,0.2462,0.678,0.392,0.216
2633,1566536197848554647,480.00,24.00,511,211274,8781,471.35,26.54,96.09,0.9912,1,0.2228,0.4402,0.9918,10000,1718,10,2.271,372.5,253.6,ndt_r3_i120,2814.3,0.9920,0.2471,0.331,0.356,0.331
2706,1566536205143838698,480.00,-24.00,467,186229,9353,484.82,-19.91,91.09,0.9238,1,0.8358,1.1161,0.9813,10000,2352,10,1.100,311.8,292.7,icp_d4_i120,7370.3,0.9809,0.2434,0.836,1.293,0.836
