frame,timestamp_ns,tile_x,tile_y,tile_frames,tile_points,query_points,gt_x,gt_y,gt_yaw_deg,gt_inlier,gt_probe_ok,gt_probe_dt,gt_probe_dr,gt_probe_inlier,evaluated,passed,distinct,oracle_dt,feature_ms,ransac_ms,config,polish_ms,best_inlier,best_error,err_trans,err_rot_deg,oracle_polished_dt
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,623.0,391.6,gicp_d1_i30,5411.5,0.8426,0.2388,3.723,2.113,3.723
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,623.0,391.6,gicp_d2_i30,5343.9,0.9942,0.2453,0.112,0.653,0.112
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,623.0,391.6,gicp_d4_i30,5461.6,0.9943,0.2466,0.092,0.625,0.092
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,623.0,391.6,ndt_r1_i30,1980.6,0.7887,0.2512,5.244,1.809,5.244
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,623.0,391.6,ndt_r2_i30,2205.0,0.8339,0.2396,4.314,2.576,4.314
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,623.0,391.6,ndt_r3_i30,2148.7,0.8362,0.2443,4.358,2.200,4.282
808,1566536015345953842,-144.00,288.00,1349,356654,12024,-152.34,285.97,-146.96,0.9885,0,0.0465,0.1044,0.9885,10000,5545,10,1.832,920.1,433.7,none,11.9,0.8965,0.2423,1.832,0.859,1.832
808,1566536015345953842,-144.00,288.00,1349,356654,12024,-152.34,285.97,-146.96,0.9885,0,0.0465,0.1044,0.9885,10000,5545,10,1.832,920.1,433.7,icp_d1_i30,4928.8,0.9884,0.2500,0.972,0.509,0.972
808,1566536015345953842,-144.00,288.00,1349,356654,12024,-152.34,285.97,-146.96,0.9885,0,0.0465,0.1044,0.9885,10000,5545,10,1.832,920.1,433.7,icp_d2_i30,4664.2,0.9883,0.2498,0.983,0.497,0.619
808,1566536015345953842,-144.00,288.00,1349,356654,12024,-152.34,285.97,-146.96,0.9885,0,0.0465,0.1044,0.9885,10000,5545,10,1.832,920.1,433.7,icp_d4_i30,5004.5,0.9883,0.2493,0.958,0.443,0.618
