frame,timestamp_ns,tile_x,tile_y,tile_frames,tile_points,query_points,gt_x,gt_y,gt_yaw_deg,gt_inlier,gt_probe_ok,gt_probe_dt,gt_probe_dr,gt_probe_inlier,evaluated,passed,distinct,oracle_dt,feature_ms,ransac_ms,config,polish_ms,best_inlier,best_error,err_trans,err_rot_deg,oracle_polished_dt
1246,1566536059146865601,120.00,240.00,667,302018,13848,125.34,250.81,178.77,0.8804,1,1.1645,1.9184,0.9467,10000,2691,10,2.194,725.9,458.7,icp_d4_i60,9806.2,0.9510,0.2416,1.450,1.398,1.420
1246,1566536059146865601,120.00,240.00,667,302018,13848,125.34,250.81,178.77,0.8804,1,1.1645,1.9184,0.9467,10000,2691,10,2.194,725.9,458.7,gicp_d6_i30,5328.6,0.9509,0.2435,1.407,1.431,1.248
1246,1566536059146865601,120.00,240.00,667,302018,13848,125.34,250.81,178.77,0.8804,1,1.1645,1.9184,0.9467,10000,2691,10,2.194,725.9,458.7,gicp_d4_i60,9701.9,0.9508,0.2435,1.401,1.448,1.196
1246,1566536059146865601,120.00,240.00,667,302018,13848,125.34,250.81,178.77,0.8804,1,1.1645,1.9184,0.9467,10000,2691,10,2.194,725.9,458.7,ndt_r4_i30,2445.4,0.9507,0.2460,1.249,1.351,1.238
1246,1566536059146865601,120.00,240.00,667,302018,13848,125.34,250.81,178.77,0.8804,1,1.1645,1.9184,0.9467,10000,2691,10,2.194,725.9,458.7,ndt_r3_i60,3592.7,0.9500,0.2441,1.327,1.315,1.001
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,507.4,445.5,icp_d6_i30,5625.3,0.9950,0.2466,2.058,0.825,1.683
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,507.4,445.5,icp_d4_i60,8279.9,0.9950,0.2456,2.040,0.727,1.065
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,507.4,445.5,gicp_d6_i30,3871.8,0.9949,0.2463,2.019,0.747,2.018
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,507.4,445.5,gicp_d4_i60,4987.0,0.9949,0.2463,2.018,0.743,2.018
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,507.4,445.5,ndt_r4_i30,2295.0,0.9949,0.2472,2.019,0.795,0.994
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,507.4,445.5,ndt_r3_i60,3265.1,0.9951,0.2464,2.057,0.790,1.029
1392,1566536073745553974,264.00,288.00,374,146698,10059,262.05,286.96,-154.19,0.9760,1,0.6077,0.7605,0.9842,10000,2593,10,1.040,297.1,294.6,icp_d6_i30,3747.1,0.9846,0.2495,0.573,0.737,0.356
1392,1566536073745553974,264.00,288.00,374,146698,10059,262.05,286.96,-154.19,0.9760,1,0.6077,0.7605,0.9842,10000,2593,10,1.040,297.1,294.6,icp_d4_i60,5530.3,0.9847,0.2490,0.561,0.850,0.561
